property,latitude,longitude,city,country,monthly_rate,lease_term_months,total_views
Sample Property 4235357,50.4290531,-127.4824773,Vancouver,Canada,1300,8,13126
Sample Property 4235358,49.745309,-123.1131832,Garibaldi Highlands,Canada,1300,8,10559
Sample Property 4235359,49.2804929,-123.1115394,Vancouver,Canada,1300,8,9942
Sample Property 4235360,49.2608944,-123.1139383,Vancouver,Canada,1300,8,5003
Sample Property 4235361,49.1555283,-123.0805857,Richmond,Canada,1300,8,5346
Sample Property 4235362,49.2225195,-122.7413051,Pitt Meadows,Canada,1300,8,10403
Sample Property 4235363,49.0591845,-122.8098984,Surrey,Canada,1300,8,6780
Sample Property 4235364,49.1850834,-122.8446549,Surrey,Canada,1300,8,5282
Sample Property 4235365,49.1036379,-122.8991133,Delta,Canada,1300,8,9566
Sample Property 4235366,49.2608944,-123.1139383,Vancouver,Canada,1300,8,10838
Sample Property 4235367,49.2753628,-122.795498,Coquitlam,Canada,1300,8,5044
Sample Property 4235368,49.1738257,-123.1327427,Richmond,Canada,1300,8,8682
Sample Property 4235369,49.2615363,-122.7561583,Port Coquitlam,Canada,1300,8,14720
Sample Property 4235370,49.2500011,-122.9500111,Burnaby,Canada,1300,8,9416
Sample Property 4235371,49.2219571,-122.9450104,Burnaby,Canada,1300,8,14764
Sample Property 4235372,43.92298563,-78.84019732,Oshawa,Canada,1300,8,13580
Sample Property 4235373,43.6730262,-79.3905683,Toronto,Canada,1300,8,11803
Sample Property 4235374,22.2834919,114.1541512,Hong Kong,Hong Kong,1300,8,10751
Sample Property 4235375,33.9412127,-84.2135309,Norcross,United States,1300,8,10883
Sample Property 4235376,43.3631089,-79.8189676,Burlington,Canada,1300,8,14370
Sample Property 4235378,33.67823281,-117.8585358,Irvine,United States,1300,8,10131
Sample Property 4235379,43.71791513,-79.46677959,North York,Canada,1300,8,14078
Sample Property 4235380,43.71904859,-79.46289392,North York,Canada,1300,8,12203
Sample Property 4235381,43.718054,-79.46614821,Scarborough,Canada,1300,8,8378
Sample Property 4235382,43.3442831,-79.8017963,Burlington,Canada,1300,8,12407
Sample Property 4235383,43.776875,-79.256655,Toronto,Canada,1300,8,11208
Sample Property 4235386,43.6529206,-79.3849008,Toronto,Canada,1300,8,7864
Sample Property 4235387,55.66213108,12.56181479,Copenhagen,Denmark,1300,8,11858
Sample Property 4235389,43.776875,-79.256655,Toronto,Canada,1300,8,7677
Sample Property 4235408,43.3448335,-79.7944968,Burlington,Canada,1300,8,9386
Sample Property 4235416,18.51919782,73.93144369,Pune,India,1300,8,10524
Sample Property 4235417,45.5107735,-73.5648851,Saint-laurent,Canada,1300,8,11207
Sample Property 4235418,3.1055929,101.642697,Petaling Jaya,Malaysia,1300,8,5347
Sample Property 4235419,3.1570976,101.7009528,Kuala Lumpur,Malaysia,1300,8,8392
Sample Property 4235420,43.40975246,-79.73626119,Oakville,Canada,1300,8,12960
Sample Property 4235423,18.64395815,73.93256819,Pune,India,1300,8,6828
Sample Property 4235424,37.79070971,-122.411312,San Francisco,United States,1300,8,14368
Sample Property 4235425,5.39994565,100.2988099,Georgetown,Malaysia,1300,8,5733
Sample Property 4235426,43.776875,-79.256655,Toronto,Canada,1300,8,11465
Sample Property 4235427,43.643372,-79.4221617,Toronto,Canada,1300,8,8886
Sample Property 4235428,2.9197711,101.6552743,Cyberjaya,Malaysia,1300,8,11446
Sample Property 4235429,3.0567521,101.5854671,Subang Jaya,Malaysia,1300,8,12917
Sample Property 4235430,3.1055929,101.642697,Petaling Jaya,Malaysia,1300,8,6152
Sample Property 4235431,43.26260265,-79.8662639,"Hamilton, On",Canada,1300,8,8598
Sample Property 4235434,43.65007206,-79.47292281,Toronto,Canada,1300,8,8664
Sample Property 4235438,35.28579863,-120.6556749,San Luis Obispo,United States,1300,8,12852
Sample Property 4235439,43.6420128,-79.4120669,Toronto,Canada,1300,8,14424
Sample Property 4235440,43.6420128,-79.4120669,Toronto,Canada,1300,8,11631
Sample Property 4235441,43.6420128,-79.4120669,Toronto,Canada,1300,8,6223
Sample Property 4235442,40.75272975,-73.98363646,New York,United States,1300,8,12731
Sample Property 4235443,43.6706016,-79.3829489,Toronto,Canada,1300,8,14013
Sample Property 4235449,43.7708927,-79.4133523,Toronto,Canada,1300,8,8326
Sample Property 4235450,40.74966284,-73.98961544,New York,United States,1300,8,5881
Sample Property 4235452,3.043901,101.58065,Selangor,Malaysia,1300,8,11808
Sample Property 4235453,3.1055929,101.642697,Petaling Jaya,Malaysia,1300,8,6460
Sample Property 4235454,38.97771021,-94.84166622,Shawnee,United States,1300,8,9122
Sample Property 4235457,-6.22558395,106.7995999,Jakarta,Indonesia,1300,8,14956
Sample Property 4235458,-6.22558395,106.7995999,Jakarta,Indonesia,1300,8,12268
Sample Property 4235460,43.4474108,-79.6665485,Oakville,Canada,1300,8,7347
Sample Property 4235464,-22.9847564,-43.1954067,Rio De Janeiro,Brazil,1300,8,5597
Sample Property 4235465,19.4325301,-99.1332102,Mexico City,Mexico,1300,8,5792
Sample Property 4235466,3.1211979,101.7178427,Kuala Lumpur,Malaysia,1300,8,9355
Sample Property 4235512,51.6136451,4.9370829,Dongen,Netherlands,1300,8,11763
Sample Property 4235514,42.9611986,-81.2398064,London,Canada,1300,8,6667
Sample Property 4235515,43.776875,-79.256655,Toronto,Canada,1300,8,10436
Sample Property 4235516,43.6988897,-79.463596,York,Canada,1300,8,11487
Sample Property 4235517,43.76537597,-79.40050542,Toronto,Canada,1300,8,7823
Sample Property 4235518,-22.9112163,-43.2093781,Rio De Janeiro,Brazil,1300,8,12284
Sample Property 4235524,3.1570976,101.7009528,Kuala Lumpur,Malaysia,1300,8,9141
Sample Property 4235525,1.2904527,103.852038,Singapore,Singapore,1300,8,7072
Sample Property 4235526,41.68891664,-72.70645186,"Newington, Ct",United States,1300,8,8085
Sample Property 4235531,43.35355559,-80.31751513,Cambridge,Canada,1300,8,5730
Sample Property 4235532,3.1570976,101.7009528,Kuala Lumpur,Malaysia,1300,8,6449
Sample Property 4235535,43.7708927,-79.4133523,Toronto,Canada,1300,8,7893
Sample Property 4235536,43.4544816,-79.6686557,Oakville,Canada,1300,8,12277
Sample Property 4235540,-22.9112163,-43.2093781,Rio De Janeiro,Brazil,1300,8,8381
Sample Property 4235542,2.9197711,101.6552743,Cyberjaya,Malaysia,1300,8,11493
Sample Property 4235543,2.9197711,101.6552743,Cyberjaya,Malaysia,1300,8,9687
Sample Property 4235549,-26.02049853,28.01484704,Johannesburg,South Africa,1300,8,11552
Sample Property 4235551,43.22171979,-79.88482171,Hamilton,Canada,1300,8,7912
Sample Property 4235552,42.9611986,-81.2398064,Toronto,Canada,1300,8,7869
Sample Property 4235553,39.95049364,-75.15296459,Philadelphia,United States,1300,8,8539
Sample Property 4235561,3.1211979,101.7178427,Kuala Lumpur,Malaysia,1300,8,10499
Sample Property 4235562,41.8755546,-87.6244212,Chicago,United States,1300,8,9706
Sample Property 4235563,43.643372,-79.4221617,Toronto,Canada,1300,8,12658
Sample Property 4235567,3.1211979,101.7178427,Kuala Lumpur,Malaysia,1300,8,14887
Sample Property 4235568,43.64057861,-79.43670988,C,Canada,1300,8,9544
Sample Property 4235569,43.63607516,-79.38720703,C,Canada,1300,8,12345
Sample Property 4235570,61.0666922,-107.9917071,C,Canada,1300,8,12952
Sample Property 4235571,43.643372,-79.4221617,Toronto,Canada,1300,8,12077
Sample Property 4235573,61.0666922,-107.9917071,C,Canada,1300,8,10144
Sample Property 4235574,61.0666922,-107.9917071,C,Canada,1300,8,10264
Sample Property 4235575,61.0666922,-107.9917071,C,Canada,1300,8,7381
Sample Property 4235576,61.0666922,-107.9917071,C,Canada,1300,8,11466
Sample Property 4235577,61.0666922,-107.9917071,C,Canada,1300,8,8703
Sample Property 4235578,43.6529206,-79.3849008,Toronto,Canada,1300,8,5990
Sample Property 4235579,61.0666922,-107.9917071,D,Canada,1300,8,9414
Sample Property 4235581,43.643372,-79.4221617,Toronto,Canada,1300,8,12727
Sample Property 4235582,61.0666922,-107.9917071,E,Canada,1300,8,12325
Sample Property 4235583,61.0666922,-107.9917071,Gukgkjgkjg,Canada,1300,8,5891
Sample Property 4235584,43.643372,-79.4221617,Toronto,Canada,1300,8,8464
Sample Property 4235585,43.9229758,-78.84012709,Oshawa,Canada,1300,8,5252
Sample Property 4235586,61.0666922,-107.9917071,Lkbnblkb,Canada,1300,8,12186
Sample Property 4235587,61.0666922,-107.9917071,Awdawaw,Canada,1300,8,12177
Sample Property 4235592,19.40741569,-99.19992328,Mexico City,Mexico,1300,8,13737
Sample Property 4235593,61.0666922,-107.9917071,C,Canada,1300,8,7342
Sample Property 4235594,61.0666922,-107.9917071,C,Canada,1300,8,14212
Sample Property 4235595,45.4756002,-73.4591741,A,Canada,1300,8,12124
Sample Property 4235596,45.4756002,-73.4591741,A,Canada,1300,8,13411
Sample Property 4235597,45.4756002,-73.4591741,A,Canada,1300,8,11787
Sample Property 4235598,45.4756002,-73.4591741,A,Canada,1300,8,12545
Sample Property 4235599,45.4756002,-73.4591741,A,Canada,1300,8,11330
Sample Property 4235600,48.4162773,-71.2558061,1,Canada,1300,8,5915
Sample Property 4235601,48.4162773,-71.2558061,1,Canada,1300,8,14491
Sample Property 4235602,48.4162773,-71.2558061,1,Canada,1300,8,11887
Sample Property 4235603,45.4756002,-73.4591741,A,Canada,1300,8,5955
Sample Property 4235604,43.646583,-79.407402,Toronto,Canada,1300,8,8507
Sample Property 4235605,33.8849577,-117.5609762,Corona,United States,1300,8,11265
Sample Property 4235606,45.4756002,-73.4591741,A,Canada,1300,8,7829
Sample Property 4235608,43.6420128,-79.4120669,Toronto,Canada,1300,8,6681
Sample Property 4235609,14.64213672,121.0299397,Quezon City,Philippines,1300,8,7798
Sample Property 4235610,14.5568853,121.023532,Makati,Philippines,1300,8,6473
Sample Property 4235611,40.75112584,-73.97871494,New York,United States,1300,8,14160
Sample Property 4235612,40.75133845,-73.97900037,New York,United States,1300,8,7370
Sample Property 4235613,33.8849577,-117.5609762,Corona,United States,1300,8,11970
Sample Property 4235614,45.4689313,-73.4464111,B,Canada,1300,8,13361
Sample Property 4235621,43.6473617,-79.39699155,Toronto,Canada,1300,8,5879
Sample Property 4235622,53.519168,-113.52044,Toronto,Canada,1300,8,11211
Sample Property 4235625,47.5614849,-52.7125839,St. John's,Canada,1300,8,8621
Sample Property 4235626,47.5614849,-52.7125839,Toronto,Canada,1300,8,8694
Sample Property 4235627,47.5614849,-52.7125839,St. John's,Canada,1300,8,9588
Sample Property 4235628,43.63012295,-79.3997949,Toronto,Canada,1300,8,11187
Sample Property 4235629,43.63012295,-79.3997949,Toronto,Canada,1300,8,12218
Sample Property 4235630,43.6437215,-79.4114031,Toronto,Canada,1300,8,12523
Sample Property 4235631,43.63012295,-79.3997949,Toronto,Canada,1300,8,13611
Sample Property 4235632,43.63012295,-79.3997949,Toronto,Canada,1300,8,9170
Sample Property 4235633,43.63012295,-79.3997949,Toronto,Canada,1300,8,6292
Sample Property 4235634,43.63012295,-79.3997949,Toronto,Canada,1300,8,14979
Sample Property 4235635,43.63012295,-79.3997949,Toronto,Canada,1300,8,9048
Sample Property 4235636,43.6437215,-79.4114031,Toronto,Canada,1300,8,14066
Sample Property 4235637,43.6437215,-79.4114031,Toronto,Canada,1300,8,8845
Sample Property 4235638,61.0666922,-107.9917071,C,Canada,1300,8,11796
Sample Property 4235639,3.1055929,101.642697,Petaling Jaya,Malaysia,1300,8,9564
Sample Property 4235641,1.2904527,103.852038,Singapore,Singapore,1300,8,7958
Sample Property 4235642,1.2904527,103.852038,Singapore,Singapore,1300,8,13462
Sample Property 4235643,43.64391226,-79.41122677,Toronto,Canada,1300,8,9494
Sample Property 4235644,61.0666922,-107.9917071,C,Canada,1300,8,12030
Sample Property 4235650,43.6964365,-79.46376,Toronto,Canada,1300,8,12450
Sample Property 4235651,43.6392284,-79.4143449,Toronto,Canada,1300,8,14059
Sample Property 4235653,1.2904527,103.852038,Singapore,Singapore,1300,8,5547
Sample Property 4235654,36.1662859,-115.149225,Las Vegas,United States,1300,8,14451
Sample Property 4235655,3.14912895,101.7132726,Kuala Lumpur,Malaysia,1300,8,11370
Sample Property 4235656,3.14912895,101.7132726,Kuala Lumpur,Malaysia,1300,8,13619
Sample Property 4235657,61.0666922,-107.9917071,C,Canada,1300,8,9301
Sample Property 4235659,3.1211979,101.7178427,Kuala Lumpur,Malaysia,1300,8,14172
Sample Property 4235660,3.1211979,101.7178427,Kuala Lumpur,Malaysia,1300,8,9478
Sample Property 4235661,3.043901,101.58065,Selangor,Malaysia,1300,8,11778
Sample Property 4235662,3.043901,101.58065,Selangor,Malaysia,1300,8,13495
Sample Property 4235663,3.043901,101.58065,Selangor,Malaysia,1300,8,8684
Sample Property 4235664,3.043901,101.58065,Selangor,Malaysia,1300,8,7454
Sample Property 4235725,43.64660727,-79.40723777,Toronto,Canada,1300,8,12913
Sample Property 4235727,43.7237659,-79.4698202,Toronto,Canada,1300,8,7292
Sample Property 4235728,25.0000001,-107.5000001,Sinaloa,Mexico,1300,8,11877
Sample Property 4235791,38.6272733,-90.1978889,St Louis,United States,1300,8,14279
Sample Property 4235792,43.64368,-79.41219,,,1300,8,10774
Sample Property 4235793,45.5168584,-73.5595264,Montreal,Canada,1300,8,9521
Sample Property 4235794,40.24445194,-3.77187252,Madrid,Spain,1300,8,12747
Sample Property 4235795,55.67746342,12.57151365,København,Denmark,1300,8,7827
Sample Property 4235796,40.4167047,-3.7035825,Madrid,Spain,900,8,7741
Sample Property 4235797,43.6437215,-79.4114031,Toronto,Canada,900,8,11645
Sample Property 4235799,29.36777698,47.98038483,Kuwait City,Kuwait,900,8,8442
Sample Property 4235812,40.4167047,-3.7035825,Madrid,Spain,900,8,6246
Sample Property 4235813,-26.05199012,28.0230546,Johannesburg,South Africa,900,8,9835
Sample Property 4235816,43.69642438,-79.46411133,Toronto,Canada,900,8,5734
Sample Property 4235817,43.69679672,-79.46351051,Toronto,Canada,900,8,13548
Sample Property 4235818,43.9229758,-78.84012709,Oshawa,Canada,900,8,9852
Sample Property 4235819,43.6437215,-79.4114031,Toronto,Canada,900,8,14110
Sample Property 4235820,43.7237659,-79.4698202,Toronto,Canada,900,8,5357
Sample Property 4235821,43.7237659,-79.4698202,Toronto,Canada,900,8,10514
Sample Property 4235822,43.81094861,-79.45186973,Thornhill,Canada,900,8,8781
Sample Property 4235824,55.61856995,12.37901688,Copenhagen,Denmark,900,8,6376
Sample Property 4235825,51.02532675,-114.0498684,Calgary,Canada,900,8,6632
Sample Property 4235826,45.7326055,-73.4528307,Repentigny,Canada,900,8,10735
Sample Property 4235827,41.01090424,29.03582454,Istanbul,Turkey,900,8,5828
Sample Property 4235828,3.0567521,101.5854671,Subang Jaya,Malaysia,900,8,5951
Sample Property 4235829,3.0567521,101.5854671,Subang Jaya,Malaysia,900,8,9587
Sample Property 4235830,47.65194993,-122.3450106,Seattle,United States,900,8,6448
Sample Property 4235831,33.7490987,-84.3901849,Atlanta,United States,900,8,12134
Sample Property 4235833,43.6437215,-79.4114031,Toronto,Canada,900,8,6259
Sample Property 4235834,33.1580933,-117.3505939,Carlsbad,United States,900,8,12745
Sample Property 4235835,46.603354,1.8883335,Boulonge-billancourt,France,900,8,8035
Sample Property 4235836,43.6437215,-79.4114031,Toronto,Canada,900,8,5029
Sample Property 4235837,43.67011395,-79.38030903,Toronto,Canada,900,8,12454
Sample Property 4235869,54,-72,Quebec,Canada,900,8,6782
Sample Property 4235872,40.74365611,-73.93794537,Long Island City,United States,900,8,5650
Sample Property 4235875,41.0119397,29.0369181,Istanbul,Turkey,900,8,13341
Sample Property 4235876,41.0119397,29.0369181,Istanbul,Turkey,900,8,5579
Sample Property 4235881,33.64263415,-84.42649841,Atlanta,United States,900,8,12913
Sample Property 4235883,33.64263415,-84.42649841,Atlanta,United States,900,8,10828
Sample Property 4235884,33.64263415,-84.42649841,Atlanta,United States,900,8,13067
Sample Property 4235885,43.6529206,-79.3849008,Toronto,Canada,900,8,6635
Sample Property 4235886,37.3029568,-120.4843269,Merced,United States,900,8,11525
Sample Property 4235887,37.72793965,-122.4770224,Stonestown,United States,900,8,14532
Sample Property 4235888,45.3455633,-75.7319848,Ottawa,Canada,900,8,12006
Sample Property 4235889,55.70039627,12.57774711,Copenhagen,Canada,900,8,13501
Sample Property 4235890,43.62181718,3.82101059,Montpellier,France,900,8,12990
Sample Property 4235891,43.64419665,-79.38941717,Toronto,Canada,900,8,7527
Sample Property 4235892,52.13147938,5.03663063,Maarssen,Netherlands,900,8,11375
Sample Property 4235895,1.2904527,103.852038,Singapore,Singapore,900,8,8675
Sample Property 4235896,1.2904527,103.852038,Singapore,Singapore,900,8,11633
Sample Property 4235898,41.723615,-72.61517164,Glastonbury,United States,900,8,9725
Sample Property 4235900,43.650192,-79.385192,Toronto,Canada,900,8,6891
Sample Property 4235901,43.650192,-79.385192,Toronto,Canada,900,8,7886
Sample Property 4235902,43.650192,-79.385192,Toronto,Canada,900,8,5959
Sample Property 4235903,43.650192,-79.385192,Toronto,Canada,900,8,13193
Sample Property 4235904,43.6529206,-79.3849008,Toronto,Canada,900,8,10858
Sample Property 4235905,43.6529206,-79.3849008,Toronto,Canada,900,8,10710
Sample Property 4235906,43.6529206,-79.3849008,Toronto,Canada,900,8,10843
Sample Property 4235907,-25.16470726,27.16953278,Maruleng,South Africa,900,8,6184
Sample Property 4235910,43.6529206,-79.3849008,Toronto,Canada,900,8,7972
Sample Property 4235911,43.6529206,-79.3849008,Toronto,Canada,900,8,8947
Sample Property 4235912,43.6529206,-79.3849008,Toronto,Canada,900,8,8071
Sample Property 4235913,43.6529206,-79.3849008,Toronto,Canada,900,8,5233
Sample Property 4235914,43.6529206,-79.3849008,Toronto,Canada,900,8,10131
Sample Property 4235916,1.2904527,103.852038,Singapore,Singapore,900,8,6162
Sample Property 4235918,43.6475895,-79.5613758,Toronto,Canada,900,8,6844
Sample Property 4235919,45.4202405,-75.69352452,Ottawa,Canada,900,8,7708
Sample Property 4235920,3.1185282,101.6789854,Kuala Lumpur,Malaysia,900,8,14923
Sample Property 4235921,3.1387103,101.6820995,Kuala Lumpur,Malaysia,900,8,8464
Sample Property 4235922,3.1387103,101.6820995,Kuala Lumpur,Malaysia,900,8,14593
Sample Property 4235923,55.70039627,12.57774711,Copenhagen,Canada,900,8,9620
Sample Property 4235924,1.2904527,103.852038,Singapore,Singapore,900,8,9097
Sample Property 4235925,1.2904527,103.852038,Singapore,Singapore,900,8,14701
Sample Property 4235926,3.1055929,101.642697,Petaling Jaya,Malaysia,900,8,5940
Sample Property 4235927,3.1387103,101.6820995,Kuala Lumpur,Malaysia,900,8,9615
Sample Property 4235928,3.1055929,101.642697,Petaling Jaya,Malaysia,900,8,13424
Sample Property 4235930,13.5859219,100.4160866,Bangkok,Thailand,900,8,13310
Sample Property 4235931,13.5859219,100.4160866,Bangkok,Thailand,900,8,13858
Sample Property 4235932,7.715984,98.32212637,Phuket,Thailand,900,8,9072
Sample Property 4235933,12.9318593,100.9006905,Pattaya,Thailand,900,8,12372
Sample Property 4235934,18.7905657,98.9880846,Chiang Mai,Thailand,900,8,10406
Sample Property 4235935,3.0686213,101.5183418,Shah Alam,Malaysia,900,8,7410
Sample Property 4235936,3.1055929,101.642697,Petaling Jaya,Malaysia,900,8,9042
Sample Property 4235937,3.2035585,101.5679057,Sungai Buloh,Malaysia,900,8,5658
Sample Property 4235939,3.1055929,101.642697,Petaling Jaya,Malaysia,900,8,6601
Sample Property 4235940,-33.7672384,151.0550447,Sydney,Australia,900,8,7248
Sample Property 4235941,14.5568853,121.023532,,Philippines,900,8,5154
Sample Property 4235942,43.6529206,-79.3849008,Toronto,Canada,900,8,10699
Sample Property 4235943,43.6529206,-79.3849008,Toronto,Canada,900,8,7913
Sample Property 4235944,43.6529206,-79.3849008,Toronto,Canada,900,8,7466
Sample Property 4235945,43.6529206,-79.3849008,Toronto,Canada,900,8,14648
Sample Property 4235946,43.6529206,-79.3849008,Toronto,Canada,900,8,7988
Sample Property 4235947,43.6529206,-79.3849008,Toronto,Canada,900,8,13436
Sample Property 4235948,43.6529206,-79.3849008,Toronto,Canada,900,8,9479
Sample Property 4235949,43.6529206,-79.3849008,Toronto,Canada,900,8,6383
Sample Property 4235950,43.6529206,-79.3849008,Toronto,Canada,900,8,13885
Sample Property 4235951,43.6529206,-79.3849008,Toronto,Canada,900,8,7185
Sample Property 4235952,43.6529206,-79.3849008,Toronto,Canada,900,8,9711
Sample Property 4235953,43.6529206,-79.3849008,Toronto,Canada,900,8,6142
Sample Property 4235954,43.6529206,-79.3849008,Toronto,Canada,900,8,8666
Sample Property 4235955,43.6529206,-79.3849008,Toronto,Canada,900,8,13649
Sample Property 4235956,43.6529206,-79.3849008,Toronto,Canada,900,8,5982
Sample Property 4235957,43.6529206,-79.3849008,Toronto,Canada,900,8,12274
Sample Property 4235958,43.6529206,-79.3849008,Toronto,Canada,900,8,8731
Sample Property 4235959,43.6529206,-79.3849008,Toronto,Canada,900,8,9569
Sample Property 4235960,43.6529206,-79.3849008,Toronto,Canada,900,8,13804
Sample Property 4235961,43.6529206,-79.3849008,Toronto,Canada,900,8,6214
Sample Property 4235962,43.6529206,-79.3849008,Toronto,Canada,900,8,9180
Sample Property 4235963,43.6529206,-79.3849008,Toronto,Canada,900,8,6864
Sample Property 4235964,43.6529206,-79.3849008,Toronto,Canada,900,8,5552
Sample Property 4235965,43.6529206,-79.3849008,Toronto,Canada,900,8,6032
Sample Property 4235966,43.6529206,-79.3849008,Toronto,Canada,900,8,11610
Sample Property 4235967,43.6529206,-79.3849008,Toronto,Canada,900,8,12743
Sample Property 4235968,43.6529206,-79.3849008,Toronto,Canada,900,8,14317
Sample Property 4235969,43.6529206,-79.3849008,Toronto,Canada,900,8,9569
Sample Property 4235970,43.6529206,-79.3849008,Toronto,Canada,900,8,6827
Sample Property 4235971,43.6529206,-79.3849008,Toronto,Canada,900,8,9388
Sample Property 4235972,43.6529206,-79.3849008,Toronto,Canada,900,8,13861
Sample Property 4235973,43.6529206,-79.3849008,Toronto,Canada,900,8,12163
Sample Property 4235974,43.6529206,-79.3849008,Toronto,Canada,900,8,5908
Sample Property 4235975,43.6529206,-79.3849008,Toronto,Canada,900,8,7697
Sample Property 4235976,43.6529206,-79.3849008,Toronto,Canada,900,8,13418
Sample Property 4235977,43.6529206,-79.3849008,Toronto,Canada,900,8,14725
Sample Property 4235978,43.6529206,-79.3849008,Toronto,Canada,900,8,8741
Sample Property 4235979,43.6529206,-79.3849008,Toronto,Canada,900,8,9354
Sample Property 4235980,43.6529206,-79.3849008,Toronto,Canada,900,8,10757
Sample Property 4235981,43.6529206,-79.3849008,Toronto,Canada,900,8,6415
Sample Property 4235982,43.6529206,-79.3849008,Toronto,Canada,900,8,9895
Sample Property 4235983,43.6529206,-79.3849008,Toronto,Canada,900,8,13757
Sample Property 4235984,43.6529206,-79.3849008,Toronto,Canada,900,8,11409
Sample Property 4235985,43.6529206,-79.3849008,Toronto,Canada,900,8,6816
Sample Property 4235986,43.6529206,-79.3849008,Toronto,Canada,900,8,10289
Sample Property 4235987,43.6529206,-79.3849008,Toronto,Canada,900,8,5014
Sample Property 4235988,43.6529206,-79.3849008,Toronto,Canada,900,8,8273
Sample Property 4235989,43.6529206,-79.3849008,Toronto,Canada,900,8,10666
Sample Property 4235990,43.6529206,-79.3849008,Toronto,Canada,900,8,5509
Sample Property 4235991,43.6529206,-79.3849008,Toronto,Canada,900,8,10875
Sample Property 4235992,43.6529206,-79.3849008,Toronto,Canada,900,8,13718
Sample Property 4235993,43.6529206,-79.3849008,Toronto,Canada,900,8,10990
Sample Property 4235994,43.6529206,-79.3849008,Toronto,Canada,900,8,5095
Sample Property 4235995,43.6529206,-79.3849008,Toronto,Canada,900,8,12288
Sample Property 4235996,43.6529206,-79.3849008,Toronto,Canada,900,8,11239
Sample Property 4235997,43.6529206,-79.3849008,Toronto,Canada,900,8,8373
Sample Property 4235998,43.6529206,-79.3849008,Toronto,Canada,900,8,14288
Sample Property 4235999,43.6529206,-79.3849008,Toronto,Canada,900,8,11616
Sample Property 4236000,43.6529206,-79.3849008,Toronto,Canada,900,8,10508
Sample Property 4236001,43.6529206,-79.3849008,Toronto,Canada,900,8,6927
Sample Property 4236002,43.6529206,-79.3849008,Toronto,Canada,900,8,11846
Sample Property 4236003,43.6529206,-79.3849008,Toronto,Canada,900,8,7430
Sample Property 4236004,43.6529206,-79.3849008,Toronto,Canada,900,8,7896
Sample Property 4236005,43.6529206,-79.3849008,Toronto,Canada,900,8,11761
Sample Property 4236006,43.6529206,-79.3849008,Toronto,Canada,900,8,12523
Sample Property 4236007,43.6529206,-79.3849008,Toronto,Canada,900,8,7184
Sample Property 4236008,43.6529206,-79.3849008,Toronto,Canada,900,8,14737
Sample Property 4236009,43.6529206,-79.3849008,Toronto,Canada,900,8,5925
Sample Property 4236010,43.6529206,-79.3849008,Toronto,Canada,900,8,5129
Sample Property 4236011,43.6529206,-79.3849008,Toronto,Canada,900,8,13688
Sample Property 4236012,43.6529206,-79.3849008,Toronto,Canada,900,8,14798
Sample Property 4236013,43.6529206,-79.3849008,Toronto,Canada,900,8,14973
Sample Property 4236014,43.6529206,-79.3849008,Toronto,Canada,900,8,9009
Sample Property 4236015,43.6529206,-79.3849008,Toronto,Canada,900,8,14973
Sample Property 4236016,43.6529206,-79.3849008,Toronto,Canada,900,8,10335
Sample Property 4236017,43.6529206,-79.3849008,Toronto,Canada,900,8,7791
Sample Property 4236018,43.6529206,-79.3849008,Toronto,Canada,900,8,10576
Sample Property 4236019,43.6529206,-79.3849008,Toronto,Canada,900,8,12104
Sample Property 4236020,43.6529206,-79.3849008,Toronto,Canada,900,8,12301
Sample Property 4236021,43.6529206,-79.3849008,Toronto,Canada,900,8,14823
Sample Property 4236022,43.6529206,-79.3849008,Toronto,Canada,900,8,11829
Sample Property 4236023,43.6529206,-79.3849008,Toronto,Canada,900,8,5829
Sample Property 4236024,43.6529206,-79.3849008,Toronto,Canada,900,8,13978
Sample Property 4236025,43.6529206,-79.3849008,Toronto,Canada,900,8,8833
Sample Property 4236026,43.6529206,-79.3849008,Toronto,Canada,900,8,9836
Sample Property 4236027,43.6529206,-79.3849008,Toronto,Canada,900,8,6627
Sample Property 4236028,43.6529206,-79.3849008,Toronto,Canada,900,8,14012
Sample Property 4236029,43.6529206,-79.3849008,Toronto,Canada,900,8,9780
Sample Property 4236030,43.6529206,-79.3849008,Toronto,Canada,900,8,12368
Sample Property 4236031,43.6529206,-79.3849008,Toronto,Canada,900,8,14893
Sample Property 4236032,43.6529206,-79.3849008,Toronto,Canada,1000,8,7900
Sample Property 4236033,43.6529206,-79.3849008,Toronto,Canada,1000,8,14742
Sample Property 4236034,43.6529206,-79.3849008,Toronto,Canada,1000,8,14823
Sample Property 4236035,43.6529206,-79.3849008,Toronto,Canada,1000,8,9395
Sample Property 4236036,43.6529206,-79.3849008,Toronto,Canada,1000,8,14025
Sample Property 4236037,43.6529206,-79.3849008,Toronto,Canada,1000,8,7262
Sample Property 4236038,43.6529206,-79.3849008,Toronto,Canada,1000,8,7052
Sample Property 4236039,43.6529206,-79.3849008,Toronto,Canada,1000,8,14144
Sample Property 4236040,43.6529206,-79.3849008,Toronto,Canada,1000,8,13976
Sample Property 4236041,43.6529206,-79.3849008,Toronto,Canada,1000,8,5680
Sample Property 4236042,52.0959088,5.1429889,Utrecht,Netherlands,1000,8,9189
Sample Property 4236043,43.643761,-79.411293,Toronto,Canada,1000,8,7203
Sample Property 4236044,43.643761,-79.411293,Toronto,Canada,1000,8,10366
Sample Property 4236045,-26.0513889,28.0280556,Bryanston,South Africa,1000,8,6176
